 Transaction ID ,Date of Sale, Client Name  ,Product Group, Item Desc , Qty Sold , Total Sales Value ,Sales Territory 
TXN-119281,2023-05-12,Oscorp,Software,Product-629,87,12137.30,
TXN-311134,27/05/2023,Cyberdyne Systems,Hardware,Product-118,151,"$36,955.15",NA
TXN-583494,,Initech AG,Hardware,Product-687,150,"47.046,57 €",LATAM
TXN-864900,2024-09-29,Stark Industries,Hardware,Product-748,689,"15.296,47 €",NA
TXN-781431,04/09/2024,Umbrella Corp,Support,Product-768,400,"$43,071.78",APAC
TXN-705077,28.08.2024,Initech AG,Cloud Infrastructure,Product-377,102,"39.043,66 €",LATAM
TXN-893971,09/02/2023,Wayne Enterprises,Licensing,Product-481,313,36916.52,Global
TXN-899607,05/06/2024,Umbrella Corp,Consulting,Product-409,302,"21.023,32 €",EMEA
TXN-519874,2024.04.24,Umbrella Corp,,Product-462,951,"22.619,71 €",APAC
TXN-440815,17/08/2023,Oscorp,Licensing,Product-177,933,"40.988,65 €",
TXN-512491,2023.09.12,Soylent Corp,,Product-623,658,"$46,890.02",NA
TXN-612097,2023.05.12,Initech AG,Support,Product-981,N/A,"$45,273.63",APAC
TXN-547860,08/02/2024,Initech AG,,Product-271,461,"$21,330.29",LATAM
TXN-872600,10.04.2023,Globex GmbH,Hardware,Product-120,490,"1.558,84 €",LATAM
TXN-146014,10/22/2024,Massive Dynamic,Hardware,Product-740,570,16247.76,LATAM
TXN-429555,TBD,WAYNE ENTERPRISES,Training,Product-257,839,47667.97,LATAM
TXN-209790,10/08/2024,Wayne Enterprises,Consulting,Product-568,N/A,"$3,455.27",EMEA
TXN-473830,,soylent corp,Support,Product-819,130,"33.601,42 €",APAC
TXN-118656,TBD,STARK INDUSTRIES,Software,Product-938,N/A,19137.36,NA
TXN-940229,22/10/2024,soylent corp,Software,Product-908,56,"$6,292.35",APAC
TXN-779544,04/21/2023,initech ag,Hardware,Product-320,793,23926.21,EMEA
,,,,,,,
TXN-192238,2023.04.19,Massive Dynamic,Hardware,Product-374,426,"36.902,66 €",APAC
TXN-288140,2023-03-20,Acme Corp,Training,Product-771,N/A,"-17.908,81 €",APAC
TXN-703081,29/03/2024,Stark Industries,Training,Product-135,-407,"31.459,94 €",EMEA
TXN-291024,06.12.2023,WAYNE ENTERPRISES,Software,Product-289,930,"15.152,17 €",EMEA
TXN-968790,2024.11.18,Stark Industries,,Product-355,481,"$44,090.24",EMEA
TXN-442154,2023.05.23,Soylent Corp,Consulting,Product-563,323,49587.94,Global
TXN-145961,06.08.2024,Massive Dynamic,Licensing,Product-179,-146,"$33,412.72",EMEA
TXN-434369,08.09.2024,initech ag,Software,Product-532,256,"19.838,70 €",LATAM
TXN-434369,08.09.2024,initech ag,Software,Product-532,256,"19.838,70 €",LATAM
TXN-248304,07.04.2024,Stark Industries,Support,Product-175,540,31482.89,APAC
TXN-360663,09/28/2024,Initech AG,Support,Product-393,,-3003.46,EMEA
TXN-969984,05/11/2023,Soylent Corp,Consulting,Product-725,450,"5.720,68 €",NA
TXN-349552,02/28/2023,Oscorp,,Product-273,992,"$18,911.27",NA
TXN-917041,2023.11.19,Umbrella Corp,Licensing,Product-229,336,,NA
TXN-789738,02/08/2024,STARK INDUSTRIES,Licensing,Product-416,157,"$27,973.97",Global
TXN-699987,20/11/2023,Wayne Enterprises,Consulting,Product-100,168,16968.87,LATAM
TXN-246660,23/05/2023,Wayne Enterprises,Hardware,Product-737,413,,NA
TXN-656389,2023.07.08,Oscorp,,Product-911,918,,LATAM
TXN-450535,15/11/2023,Soylent Corp,Cloud Infrastructure,Product-238,371,16203.55,LATAM
TXN-990754,TBD,Oscorp,Cloud Infrastructure,Product-957,319,,LATAM
TXN-323032,2023.11.29,Stark Industries,Consulting,Product-243,482,"$33,743.02",NA
TXN-121305,,Stark Industries,Training,Product-680,691,8222.40,LATAM
TXN-612278,14/09/2023,umbrella corp,Licensing,Product-996,909,19331.45,EMEA
TXN-514199,2023.09.11,Cyberdyne Systems,Software,Product-646,483,"42.323,53 €",
TXN-476902,11/06/2023,Soylent Corp,Consulting,Product-217,246,9141.27,LATAM
TXN-852459,27/12/2023,Cyberdyne Systems,Hardware,Product-741,985,"-49.597,80 €",APAC
TXN-710248,13/04/2023,Soylent Corp,Support,Product-691,293,"1.931,77 €",Global
TXN-671328,12/07/2024,Wayne Enterprises,Hardware,Product-642,538,12612.29,Global
TXN-671328,12/07/2024,Wayne Enterprises,Hardware,Product-642,538,12612.29,Global
TXN-963277,,Oscorp,Training,Product-244,933,"-13.917,83 €",LATAM
TXN-967361,13.03.2023,Cyberdyne Systems,Training,Product-626,304,9232.80,APAC
TXN-611860,16/08/2023,Wayne Enterprises,Licensing,Product-344,496,"$1,789.97",APAC
TXN-523499,2024.11.17,Massive Dynamic,Training,Product-503,947,,APAC
TXN-980602,2023.09.04,Oscorp,,Product-908,739,,EMEA
TXN-814134,2023-01-28,Initech ag,Licensing,Product-843,-489,"40.405,30 €",NA
TXN-229266,2024-04-24,stark industries,Hardware,Product-153,74,"$29,831.49",EMEA
TXN-492433,2024-02-13,Oscorp,Hardware,Product-724,674,"$22,405.46",EMEA
TXN-953196,23/07/2023,Oscorp,Software,Product-734,539,8251.24,NA
TXN-553110,22/09/2023,STARK INDUSTRIES,Cloud Infrastructure,Product-231,725,20994.72,NA
TXN-602032,03/27/2023,Stark Industries,Software,Product-358,868,"13.408,10 €",Global
TXN-107169,2023-03-14,Umbrella Corp,,Product-721,255,"39.251,78 €",LATAM
TXN-332747,2024.10.23,Acme Corp,Support,Product-801,598,"$47,226.83",EMEA
TXN-253928,2024-10-18,Acme Corp,Licensing,Product-855,90,"$29,117.44",Global
TXN-911666,TBD,Acme Corp,,Product-365,479,"8.446,22 €",EMEA
TXN-131255,2023.05.30,Cyberdyne Systems,Cloud Infrastructure,Product-633,618,"6.516,17 €",LATAM
TXN-580910,2024.03.11,Cyberdyne Systems,Software,Product-279,880,6486.46,NA
TXN-899375,08/31/2023,Stark Industries,Support,Product-699,768,"$-31,694.47",NA
TXN-762943,2023-07-20,Soylent Corp,Cloud Infrastructure,Product-818,152,8559.49,APAC
,,,,,,,
TXN-823602,03/14/2023,Wayne Enterprises,Training,Product-745,239,35841.70,NA
TXN-611820,2024-06-02,Umbrella Corp,,Product-922,990,,LATAM
TXN-109385,2024-02-23,Oscorp,Support,Product-555,,"$-43,106.84",NA
TXN-503058,17.12.2023,Acme Corp,Hardware,Product-594,678,911.28,APAC
TXN-985294,25/10/2024,Stark Industries,Hardware,Product-174,,"22.542,15 €",NA
TXN-737142,2024.07.06,UMBRELLA CORP,Software,Product-800,-333,"$33,778.56",Global
TXN-674314,10/09/2024,Globex GmbH,Hardware,Product-106,57,"$39,661.31",NA
TXN-214329,11/03/2024,Massive Dynamic,Training,Product-949,751,"$33,184.19",EMEA
TXN-260272,03/29/2024,stark industries,Cloud Infrastructure,Product-403,100,"$18,044.59",LATAM
TXN-459480,2024.10.02,Initech AG,Licensing,Product-210,438,40886.44,Global
TXN-896397,20/09/2024,Globex GmbH,Hardware,Product-256,180,17306.37,APAC
TXN-639386,2024.11.20,Globex GmbH,Software,Product-377,815,,EMEA
TXN-476833,24/07/2023,Oscorp,Consulting,Product-964,178,12554.82,EMEA
TXN-256947,05.08.2023,Stark Industries,Consulting,Product-824,-76,"$28,033.31",Global
TXN-861975,23.01.2023,Cyberdyne Systems,Support,Product-352,222,$611.27,NA
TXN-412380,10/26/2023,Wayne Enterprises,Consulting,Product-882,786,30280.26,NA
TXN-988231,21.09.2023,Wayne Enterprises,Hardware,Product-956,684,"18.643,96 €",EMEA
TXN-661207,2023-03-08,Globex GmbH,Training,Product-439,315,$337.48,
TXN-673394,28.10.2023,Globex GmbH,Training,Product-325,674,"$21,678.62",LATAM
TXN-674232,,Globex GmbH,Software,Product-729,735,"28.131,46 €",
TXN-140051,20/06/2024,Umbrella Corp,,Product-554,27,26378.56,Global
TXN-572779,08/08/2023,globex gmbh,,Product-826,586,5800.03,EMEA
TXN-260573,2024.11.02,Acme Corp,Cloud Infrastructure,Product-227,45,8727.05,NA
TXN-463654,08/09/2024,Stark Industries,Cloud Infrastructure,Product-805,694,"35.260,38 €",NA
TXN-997545,2024-02-07,ACME CORP,Training,Product-783,767,26729.93,EMEA
TXN-603708,05/30/2023,Globex GmbH,Hardware,Product-924,278,"12.422,81 €",LATAM
TXN-558681,2024-10-17,Wayne Enterprises,Licensing,Product-371,281,"3.798,94 €",
TXN-274008,10/05/2023,Massive Dynamic,Consulting,Product-230,919,,NA
TXN-147989,05.01.2024,Wayne Enterprises,Hardware,Product-715,917,"$12,412.82",APAC
TXN-824658,10.05.2024,cyberdyne systems,Software,Product-590,647,"$12,758.57",NA
TXN-777674,2023-03-25,Acme Corp,Hardware,Product-804,867,"-36.086,36 €",NA
TXN-678603,25.05.2024,Stark Industries,Support,Product-459,784,"29.685,11 €",LATAM
TXN-573526,2023.06.03,Stark Industries,,Product-130,86,47672.38,Global
TXN-639293,27.05.2023,INITECH AG,Software,Product-634,204,"$-39,881.36",Global
TXN-176811,22.03.2024,Oscorp,Cloud Infrastructure,Product-224,641,29003.15,NA
TXN-227184,27.11.2024,UMBRELLA CORP,Software,Product-342,972,,Global
TXN-465993,02.02.2024,Soylent Corp,Licensing,Product-834,441,,EMEA
TXN-478200,08/19/2024,Globex GmbH,Consulting,Product-219,-403,24989.09,NA
TXN-213447,17.09.2023,Globex GmbH,Licensing,Product-557,129,4308.55,LATAM
TXN-958379,2023.08.03,Umbrella Corp,Support,Product-424,949,"31.371,85 €",APAC
TXN-194793,01/07/2024,Wayne Enterprises,Hardware,Product-374,115,"$22,559.09",APAC
TXN-962631,2024.10.28,MASSIVE DYNAMIC,,Product-141,157,"$44,527.81",APAC
TXN-390002,TBD,Initech AG,Training,Product-820,376,"40.418,62 €",
TXN-102394,07/01/2023,UMBRELLA CORP,Software,Product-120,494,40756.78,LATAM
TXN-732263,27/05/2024,Cyberdyne Systems,Support,Product-788,346,,APAC
TXN-875324,29/11/2023,Acme Corp,Consulting,Product-601,605,"$5,548.89",LATAM
TXN-308018,10.09.2023,Oscorp,,Product-140,289,"44.766,95 €",EMEA
TXN-308018,10.09.2023,Oscorp,,Product-140,289,"44.766,95 €",EMEA
TXN-966886,2024.10.26,Umbrella Corp,Hardware,Product-216,880,"$46,533.89",APAC
TXN-557935,2024-05-02,Umbrella Corp,Training,Product-570,784,-45610.20,LATAM
TXN-506442,,Globex GmbH,Hardware,Product-281,630,"$23,854.46",APAC
TXN-841908,10/13/2024,Initech AG,Software,Product-613,404,"-49.198,15 €",Global
TXN-429036,06.01.2023,Globex GmbH,Software,Product-130,542,41753.26,Global
TXN-861462,2024-09-27,Acme Corp,Training,Product-693,346,5039.99,APAC
TXN-553059,2024-05-05,Cyberdyne Systems,Hardware,Product-220,970,"44.887,23 €",APAC
TXN-652773,2024-02-10,Stark Industries,Consulting,Product-212,664,"15.237,62 €",APAC
TXN-747317,2024.09.13,Umbrella Corp,Training,Product-196,872,"$18,246.67",APAC
TXN-924557,,Wayne Enterprises,Cloud Infrastructure,Product-389,397,"$21,237.41",EMEA
TXN-802061,23/02/2023,Globex GmbH,,Product-628,298,"$43,594.55",APAC
TXN-608468,2023-07-13,Massive Dynamic,Support,Product-976,486,"45.178,19 €",Global
TXN-954498,TBD,UMBRELLA CORP,Cloud Infrastructure,Product-112,168,14244.22,LATAM
TXN-367886,16.05.2024,oscorp,Consulting,Product-194,825,"15.406,47 €",EMEA
TXN-305836,2024-10-26,acme corp,Software,Product-216,879,"$42,040.49",Global
TXN-866075,23.05.2023,Oscorp,Licensing,Product-128,N/A,"$3,563.87",NA
TXN-751893,28/09/2024,Cyberdyne Systems,Cloud Infrastructure,Product-479,643,15069.11,EMEA
TXN-404823,2023-06-29,Umbrella Corp,Software,Product-157,-325,37816.74,LATAM
TXN-329175,24/11/2023,ACME CORP,Hardware,Product-793,455,"$12,055.62",APAC
TXN-664215,TBD,Wayne Enterprises,Hardware,Product-300,929,48461.19,EMEA
TXN-576122,27.06.2024,Wayne Enterprises,Licensing,Product-750,314,20426.73,EMEA
TXN-237263,09/05/2023,soylent corp,Hardware,Product-332,140,"$34,545.35",LATAM
TXN-982804,21.03.2023,Soylent Corp,,Product-431,78,"$2,801.17",APAC
TXN-894462,12/01/2023,Cyberdyne Systems,Software,Product-644,735,26365.33,Global
TXN-163968,2024-06-13,Globex GmbH,Software,Product-787,675,"$11,689.15",EMEA
TXN-432198,08/06/2024,Wayne Enterprises,Consulting,Product-481,90,"42.831,59 €",APAC
TXN-589221,2023.05.24,initech ag,Cloud Infrastructure,Product-151,841,"-41.700,09 €",APAC
TXN-906901,10/28/2024,CYBERDYNE SYSTEMS,Hardware,Product-141,72,19457.86,APAC
TXN-338668,,Wayne Enterprises,Licensing,Product-794,208,"$16,567.81",LATAM
TXN-754148,05/04/2023,MASSIVE DYNAMIC,Cloud Infrastructure,Product-970,148,"49.332,38 €",NA
TXN-750518,30.01.2024,Globex GmbH,Consulting,Product-289,735,,NA
TXN-284286,21.04.2023,Stark Industries,Training,Product-240,836,245.48,Global
TXN-205559,05/25/2023,Massive Dynamic,Consulting,Product-447,216,"$5,640.36",EMEA
TXN-763967,2023.12.24,Cyberdyne Systems,Consulting,Product-710,124,,LATAM
TXN-627220,11/25/2024,Soylent Corp,,Product-484,-275,"29.104,20 €",NA
TXN-684552,01/14/2023,Stark Industries,Software,Product-374,438,36247.18,NA
TXN-702641,2024.08.21,Massive Dynamic,,Product-142,627,"13.675,86 €",Global
TXN-154416,2023-10-23,Massive Dynamic,Software,Product-906,556,"$11,190.35",LATAM
TXN-474347,2024-03-22,Soylent Corp,Software,Product-283,123,"13.121,23 €",LATAM
TXN-952828,2023-10-12,Initech AG,Software,Product-946,-765,,LATAM
TXN-873101,11/10/2023,Wayne Enterprises,Training,Product-722,670,"28.746,13 €",NA
TXN-554546,06.07.2024,Soylent Corp,Consulting,Product-139,756,,Global
TXN-392712,2024.04.15,Massive Dynamic,Training,Product-785,475,"$18,316.29",
TXN-780153,11/09/2024,Oscorp,,Product-518,214,27401.75,EMEA
TXN-979989,,Acme Corp,Training,Product-552,588,"33.635,11 €",LATAM
TXN-122690,,Cyberdyne Systems,,Product-731,676,-49001.56,APAC
TXN-665520,2024.06.23,SOYLENT CORP,Hardware,Product-349,323,"17.793,54 €",APAC
TXN-917119,2023.07.17,Stark Industries,,Product-472,43,,LATAM
TXN-460657,19.07.2023,Cyberdyne Systems,Software,Product-679,698,"3.171,19 €",EMEA
TXN-453990,2024-08-16,Initech ag,Training,Product-910,880,"16.593,37 €",NA
TXN-247691,03/08/2024,Initech AG,Training,Product-384,720,"$34,480.79",EMEA
TXN-983674,04/12/2023,Umbrella Corp,Training,Product-981,,"731,13 €",
TXN-531158,TBD,Soylent Corp,Cloud Infrastructure,Product-355,233,"22.915,53 €",
TXN-955084,,Oscorp,Consulting,Product-525,10,"23.129,47 €",LATAM
TXN-626910,07.04.2024,Stark Industries,Training,Product-460,645,,LATAM
,,,,,,,
TXN-614255,2023.08.10,umbrella corp,Licensing,Product-538,259,37606.04,LATAM
TXN-268779,,Massive Dynamic,Software,Product-586,368,20269.34,Global
TXN-228612,2024-02-17,UMBRELLA CORP,Licensing,Product-876,632,"33.582,92 €",EMEA
TXN-721378,2023-09-05,Umbrella Corp,Licensing,Product-511,120,"$37,315.30",EMEA
TXN-482057,TBD,CYBERDYNE SYSTEMS,Support,Product-634,472,"$39,973.04",NA
TXN-349154,02/01/2024,SOYLENT CORP,Licensing,Product-386,12,"17.664,83 €",LATAM
,,,,,,,
TXN-956389,2023-09-28,Umbrella Corp,,Product-132,734,"20.443,02 €",Global
TXN-823826,2023-02-10,Cyberdyne Systems,Licensing,Product-465,264,"$23,748.99",LATAM
TXN-885873,,Globex GmbH,Support,Product-579,138,21489.27,APAC
TXN-885873,,Globex GmbH,Support,Product-579,138,21489.27,APAC
TXN-742100,05/19/2024,UMBRELLA CORP,Training,Product-662,784,19945.50,LATAM
TXN-795013,2023-08-03,Umbrella Corp,Consulting,Product-836,846,"47.215,53 €",APAC
TXN-354183,2023-02-08,Stark Industries,Support,Product-295,-492,"$18,095.52",Global
TXN-933214,17/07/2023,massive dynamic,Software,Product-729,810,20788.90,
TXN-928455,2023-07-08,Oscorp,,Product-590,748,3118.76,EMEA
TXN-575517,06.01.2024,Massive Dynamic,Software,Product-730,550,"$41,471.05",LATAM
TXN-523391,2023-02-25,Initech AG,,Product-171,178,"$16,232.83",NA
TXN-294470,08/08/2024,Initech AG,Licensing,Product-564,266,23575.66,Global
TXN-960509,2023-01-28,initech ag,Consulting,Product-128,901,"$45,677.45",APAC
TXN-910443,10/04/2024,Stark Industries,Licensing,Product-253,57,"$9,892.90",Global
TXN-253776,2023.11.17,Initech AG,,Product-224,908,"$9,209.64",APAC
TXN-611071,04/07/2023,Acme Corp,,Product-930,582,"29.826,88 €",NA
TXN-619867,2024-10-24,globex gmbh,Cloud Infrastructure,Product-144,766,2070.28,LATAM
TXN-257638,2024-02-15,Massive Dynamic,Hardware,Product-969,268,"29.132,71 €",LATAM
TXN-408988,03.04.2023,Initech AG,Software,Product-926,724,"29.693,41 €",Global
TXN-675017,TBD,initech ag,Cloud Infrastructure,Product-550,789,,LATAM
TXN-916902,15.04.2024,Oscorp,,Product-603,377,"35.634,29 €",LATAM
TXN-552199,06/07/2023,Stark Industries,Training,Product-599,211,"$3,546.48",NA
TXN-299338,14/09/2023,Soylent Corp,Software,Product-340,680,"3.086,97 €",Global
TXN-604113,12/21/2023,GLOBEX GMBH,Licensing,Product-883,200,"46.917,98 €",LATAM
TXN-163841,04/21/2023,Cyberdyne Systems,Training,Product-640,981,26641.55,NA
TXN-805845,19.11.2023,Initech AG,Hardware,Product-717,731,"17.463,63 €",LATAM
TXN-829010,2023-08-26,Globex GmbH,Support,Product-281,849,"$14,492.27",NA
TXN-604372,2024.09.29,WAYNE ENTERPRISES,,Product-437,874,39598.66,NA
TXN-533191,TBD,Globex gmbh,Hardware,Product-457,581,23054.79,Global
TXN-466970,2024-08-22,Globex GmbH,Hardware,Product-346,499,"$46,168.96",EMEA
TXN-631964,03/22/2024,Initech AG,Cloud Infrastructure,Product-457,49,"$21,396.42",APAC
TXN-586298,2024-01-16,initech ag,Support,Product-468,80,"$19,460.63",APAC
TXN-237588,07.05.2024,Stark Industries,Licensing,Product-548,640,"10.105,62 €",Global
TXN-801978,13.02.2023,Wayne Enterprises,Consulting,Product-729,730,33510.97,EMEA
TXN-278622,2024.03.03,Oscorp,Software,Product-540,163,"30.552,44 €",EMEA
TXN-122668,01/03/2024,Globex GmbH,Support,Product-943,961,"$45,893.01",Global
TXN-626248,09/05/2024,Massive Dynamic,Cloud Infrastructure,Product-628,,,
TXN-797189,15/06/2023,Soylent Corp,Cloud Infrastructure,Product-878,768,"48.187,08 €",NA
TXN-655885,2024.04.13,Cyberdyne Systems,Support,Product-891,752,"$45,994.64",EMEA
TXN-818662,21/08/2024,Oscorp,Hardware,Product-549,650,4945.45,Global
TXN-781769,2023-12-05,UMBRELLA CORP,Support,Product-181,718,"14.804,11 €",EMEA
TXN-295977,2023.03.03,Oscorp,Consulting,Product-796,645,"36.622,48 €",LATAM
TXN-901905,13/07/2023,Initech AG,Cloud Infrastructure,Product-518,,35802.83,LATAM
TXN-387835,2024.06.07,Massive Dynamic,Software,Product-812,412,"28.885,43 €",Global
TXN-568899,2023-11-08,Acme Corp,Hardware,Product-144,523,"10.374,38 €",Global
TXN-279155,17/08/2024,Globex GmbH,Consulting,Product-536,558,44951.39,APAC
TXN-135271,04/02/2023,Stark Industries,Software,Product-788,258,"$10,637.48",APAC
TXN-822949,03/05/2024,Wayne Enterprises,,Product-944,515,38908.92,LATAM
TXN-952871,22/11/2023,Cyberdyne Systems,Cloud Infrastructure,Product-459,344,"$-34,968.00",NA
TXN-139045,17.01.2024,Initech ag,Support,Product-637,,"25.414,58 €",EMEA
TXN-271841,2024.02.17,Globex GmbH,Cloud Infrastructure,Product-911,593,48078.29,LATAM
TXN-362944,2023-12-05,cyberdyne systems,Hardware,Product-536,823,"3.535,42 €",EMEA
TXN-875354,2024-01-10,Soylent Corp,Hardware,Product-612,98,25951.86,Global
TXN-519190,09.06.2024,Stark Industries,Software,Product-274,N/A,15091.08,APAC
TXN-312484,2023.05.15,ACME CORP,Software,Product-850,625,32925.04,LATAM
TXN-884235,2024.10.01,Initech AG,Software,Product-746,300,45550.52,APAC
TXN-387870,01/28/2023,Soylent Corp,Hardware,Product-492,477,"1.643,11 €",APAC
TXN-188278,2024.09.02,Soylent Corp,Support,Product-474,745,"10.945,37 €",NA
TXN-751110,,Stark Industries,Licensing,Product-784,497,,NA
TXN-330141,29/08/2024,Acme Corp,Software,Product-188,621,7396.36,NA
TXN-771138,07/08/2024,Cyberdyne Systems,Consulting,Product-797,860,45216.10,Global
TXN-973528,04/11/2023,soylent corp,,Product-839,N/A,3127.09,NA
TXN-578221,01/11/2024,Massive Dynamic,Support,Product-406,666,"47.267,74 €",APAC
TXN-486024,2024-05-08,Acme Corp,Hardware,Product-744,411,"$6,918.20",LATAM
TXN-826661,24.07.2024,Stark Industries,Licensing,Product-841,124,"8.836,17 €",EMEA
TXN-337479,02/03/2024,Massive Dynamic,Training,Product-432,-470,"18.216,98 €",APAC
TXN-676109,2024-03-11,Cyberdyne Systems,Hardware,Product-546,591,15357.64,LATAM
TXN-781327,25/02/2024,Initech AG,Training,Product-753,811,,LATAM
TXN-227851,06/17/2024,Acme Corp,Training,Product-425,69,"13.220,65 €",EMEA
TXN-522128,12/31/2023,Wayne Enterprises,Support,Product-813,-151,"$39,779.60",EMEA
TXN-422745,,Massive Dynamic,,Product-289,611,,Global
TXN-178046,15.10.2023,Oscorp,Software,Product-298,112,26549.08,LATAM
TXN-248034,2023.02.05,Initech ag,Support,Product-181,475,"6.643,10 €",APAC
TXN-423601,2023-11-16,Massive Dynamic,Consulting,Product-979,946,"27.627,90 €",EMEA
TXN-465084,11.10.2023,Umbrella Corp,Support,Product-301,769,1406.68,NA
TXN-971454,2024-08-18,Stark Industries,Cloud Infrastructure,Product-229,536,20846.47,LATAM
TXN-302116,2023.11.26,Umbrella Corp,Software,Product-176,718,43597.32,
TXN-461292,24/09/2024,Oscorp,Software,Product-399,-808,2675.74,NA
TXN-909984,03.02.2024,Cyberdyne Systems,Training,Product-645,328,"29.190,24 €",EMEA
TXN-565801,02.11.2024,Stark Industries,Training,Product-501,959,34588.19,APAC
TXN-346615,2024-02-22,INITECH AG,Cloud Infrastructure,Product-345,180,"28.539,23 €",APAC
TXN-866965,2023.05.17,Umbrella Corp,Support,Product-901,513,"$15,941.23",Global
TXN-857581,TBD,Acme Corp,Software,Product-765,986,40327.88,NA
TXN-612365,2023-10-13,Soylent Corp,Licensing,Product-327,246,-26029.94,NA
TXN-830506,2024-05-19,Stark Industries,Support,Product-719,938,9676.31,LATAM
TXN-466880,11.08.2023,SOYLENT CORP,Consulting,Product-174,696,"35.161,89 €",NA
,,,,,,,
,,,,,,,
TXN-686005,09.02.2024,Stark Industries,,Product-126,-491,2109.26,LATAM
TXN-967879,05/05/2023,Initech AG,Cloud Infrastructure,Product-923,N/A,,
TXN-911036,08/02/2023,initech ag,Support,Product-363,N/A,"37.885,62 €",APAC
TXN-148168,2023-04-05,Massive Dynamic,Support,Product-740,230,20282.69,LATAM
TXN-833677,18.10.2024,Initech ag,Software,Product-161,412,"$41,807.32",NA
TXN-598597,05.07.2023,Wayne Enterprises,Training,Product-388,719,,LATAM
TXN-425671,2024-04-12,Cyberdyne Systems,Training,Product-803,397,"$31,393.39",NA
TXN-929437,07/04/2023,Wayne Enterprises,Training,Product-808,660,23541.12,NA
TXN-957790,2024-10-24,Stark Industries,Consulting,Product-227,954,5397.94,NA
TXN-967872,2023.09.25,OSCORP,,Product-417,497,"-31.640,04 €",Global
TXN-965521,2023-03-18,Cyberdyne Systems,Training,Product-809,406,"$43,836.19",LATAM
TXN-376918,,stark industries,Consulting,Product-493,-195,"$17,664.59",APAC
TXN-422821,,Initech AG,Training,Product-573,976,"$33,531.88",Global
TXN-400877,20/12/2023,Acme Corp,Consulting,Product-615,847,43945.05,APAC
TXN-866866,2023-10-07,stark industries,Hardware,Product-223,-589,"$1,333.83",NA
TXN-607081,03.05.2023,Stark Industries,Software,Product-791,692,"8.541,20 €",EMEA
TXN-502506,09/13/2024,Umbrella Corp,Software,Product-266,178,"$16,286.50",APAC
TXN-568001,07/31/2024,Umbrella Corp,Cloud Infrastructure,Product-475,44,"$23,635.92",LATAM
TXN-292141,10/12/2023,Massive Dynamic,Cloud Infrastructure,Product-328,556,48029.54,NA
TXN-630905,04.09.2024,Soylent Corp,Support,Product-834,191,29951.78,NA
TXN-150166,16/10/2024,Massive Dynamic,Software,Product-586,,,NA
TXN-597056,01.09.2023,Initech AG,Consulting,Product-919,884,27996.84,NA
TXN-860348,06/18/2023,Acme Corp,Training,Product-316,490,32781.32,LATAM
TXN-272798,03/02/2024,Wayne Enterprises,Cloud Infrastructure,Product-789,575,"10.017,58 €",
TXN-472000,03/08/2024,Soylent Corp,Software,Product-239,286,"25.017,60 €",APAC
TXN-799708,06.02.2024,Stark Industries,Training,Product-629,620,,LATAM
TXN-893657,07.08.2023,Soylent Corp,,Product-366,137,"$13,845.45",EMEA
TXN-179308,2024-11-08,Soylent Corp,,Product-999,682,"12.107,29 €",NA
TXN-584574,2023.12.19,STARK INDUSTRIES,Training,Product-639,580,27054.96,
TXN-794110,08/19/2024,Globex GmbH,Consulting,Product-778,947,,LATAM
TXN-199950,2023.07.07,Umbrella Corp,Hardware,Product-600,439,"$35,595.70",LATAM
TXN-449736,30/10/2023,Soylent Corp,Training,Product-753,281,19425.22,Global
TXN-455813,03.10.2024,WAYNE ENTERPRISES,Cloud Infrastructure,Product-183,656,30982.29,EMEA
TXN-802957,2024.09.02,ACME CORP,Consulting,Product-209,254,,APAC
TXN-306377,09/11/2023,Cyberdyne Systems,Hardware,Product-655,286,"48.800,67 €",NA
TXN-171784,2024-09-20,Umbrella Corp,Cloud Infrastructure,Product-352,364,6440.16,Global
TXN-999237,09/12/2023,Initech AG,Cloud Infrastructure,Product-869,985,34583.32,Global
TXN-653735,2024.11.15,Wayne Enterprises,Consulting,Product-818,-270,26773.09,LATAM
TXN-955448,2024.07.02,Globex GmbH,Training,Product-332,-724,8819.07,Global
TXN-315363,03/19/2024,Acme Corp,Consulting,Product-505,468,"$4,577.17",EMEA
TXN-281354,12/08/2023,GLOBEX GMBH,Consulting,Product-245,426,11084.75,APAC
TXN-335664,2024-03-08,Massive Dynamic,,Product-519,762,"42.151,11 €",APAC
TXN-988502,TBD,Massive Dynamic,Licensing,Product-568,7,"28.266,61 €",EMEA
TXN-846902,2024-02-18,cyberdyne systems,,Product-339,966,"$30,878.23",NA
TXN-868238,10/09/2023,Stark Industries,Consulting,Product-655,922,"14.652,39 €",NA
TXN-384722,10/01/2024,acme corp,Training,Product-516,473,"6.559,29 €",EMEA
TXN-317992,07/09/2023,Initech AG,Training,Product-630,243,15753.87,Global
TXN-512081,04.03.2024,Oscorp,Training,Product-857,87,"$30,366.59",NA
TXN-312078,2024-03-31,OSCORP,Software,Product-986,10,"$32,192.89",LATAM
TXN-394356,12/01/2023,Massive Dynamic,Licensing,Product-465,84,"$30,915.01",
TXN-864943,14/06/2023,Stark Industries,Cloud Infrastructure,Product-241,542,9029.44,EMEA
TXN-764765,2023.08.11,Wayne Enterprises,,Product-864,544,,LATAM
TXN-103291,28.05.2024,Cyberdyne Systems,Training,Product-427,376,41624.78,
TXN-739884,2024.09.15,STARK INDUSTRIES,Software,Product-559,356,"$16,676.15",Global
